Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,Incident Type
738041,"December 30, 2016",Ohio,Mansfield,3230 Possum Run Rd,0,5,View Incident View Source,mass-shootings
738576,"December 30, 2016",Connecticut,Wallingford,95 S Turnpike Rd,2,3,View Incident View Source,mass-shootings
736690,"December 28, 2016",Georgia,Columbus,2914 10th Street,1,4,View Incident View Source,mass-shootings
734157,"December 25, 2016",Illinois,Chicago,8600 block of S Maryland Ave,3,4,View Incident View Source,mass-shootings
735947,"December 25, 2016",Alabama,Ozark,858 US-231,0,4,View Incident View Source,mass-shootings
733599,"December 25, 2016",New York,Mount Vernon,4 North 3rd Avenue,1,5,View Incident View Source,mass-shootings
732927,"December 24, 2016",North Carolina,Madison,490 K Ford Rd,0,7,View Incident View Source,mass-shootings
733176,"December 24, 2016",North Carolina,Wilson,2241 Banks Lane East,4,0,View Incident View Source,mass-shootings
732263,"December 23, 2016",Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,View Incident View Source,mass-shootings
732574,"December 23, 2016",Illinois,Chicago,4900 block of W Hubbard,0,4,View Incident View Source,mass-shootings
727759,"December 17, 2016",Illinois,Chicago (Roseland),100 block of W 105th St,5,0,View Incident View Source,mass-shootings
728286,"December 17, 2016",North Carolina,Charlotte,4115 N. Tryon Street,0,4,View Incident View Source,mass-shootings
727555,"December 16, 2016",Illinois,Chicago,13th and South Kedzie,0,4,View Incident View Source,mass-shootings
727544,"December 16, 2016",Illinois,Chicago,4300 block of South Rockwell,2,2,View Incident View Source,mass-shootings
724667,"December 12, 2016",California,Sacramento,4800 block of Myrtle Avenue,1,3,View Incident View Source,mass-shootings
723649,"December 11, 2016",New York,Brooklyn,192 Knickerbocker Ave,0,4,View Incident View Source,mass-shootings
723643,"December 11, 2016",Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,View Incident View Source,mass-shootings
723292,"December 11, 2016",Maryland,Baltimore,3916 South Hanover Street,0,5,View Incident View Source,mass-shootings
725338,"December 11, 2016",North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,View Incident View Source,mass-shootings
725323,"December 9, 2016",Texas,Channelview,15300 block of Market,4,0,View Incident View Source,mass-shootings
722452,"December 9, 2016",California,Fresno,842 Fresno Street,0,4,View Incident View Source,mass-shootings
719128,"December 5, 2016",New Mexico,Albuquerque,1532 Stagecoach Lane,4,1,View Incident View Source,mass-shootings
717873,"December 3, 2016",California,Los Angeles,91st Street and Western Avenue,0,6,View Incident View Source,mass-shootings
740447,"December 31, 2016",Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,View Incident View Source,mass-shootings
738749,"December 31, 2016",Texas,Houston,3704 Fannin Street,1,3,View Incident View Source,mass-shootings
738041,"December 30, 2016",Ohio,Mansfield,3230 Possum Run Rd,0,5,View Incident View Source,mass-shootings
738576,"December 30, 2016",Connecticut,Wallingford,95 S Turnpike Rd,2,3,View Incident View Source,mass-shootings
736690,"December 28, 2016",Georgia,Columbus,2914 10th Street,1,4,View Incident View Source,mass-shootings
734157,"December 25, 2016",Illinois,Chicago,8600 block of S Maryland Ave,3,4,View Incident View Source,mass-shootings
735947,"December 25, 2016",Alabama,Ozark,858 US-231,0,4,View Incident View Source,mass-shootings
733599,"December 25, 2016",New York,Mount Vernon,4 North 3rd Avenue,1,5,View Incident View Source,mass-shootings
732927,"December 24, 2016",North Carolina,Madison,490 K Ford Rd,0,7,View Incident View Source,mass-shootings
733176,"December 24, 2016",North Carolina,Wilson,2241 Banks Lane East,4,0,View Incident View Source,mass-shootings
732263,"December 23, 2016",Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,View Incident View Source,mass-shootings
732574,"December 23, 2016",Illinois,Chicago,4900 block of W Hubbard,0,4,View Incident View Source,mass-shootings
727759,"December 17, 2016",Illinois,Chicago (Roseland),100 block of W 105th St,5,0,View Incident View Source,mass-shootings
728286,"December 17, 2016",North Carolina,Charlotte,4115 N. Tryon Street,0,4,View Incident View Source,mass-shootings
727555,"December 16, 2016",Illinois,Chicago,13th and South Kedzie,0,4,View Incident View Source,mass-shootings
727544,"December 16, 2016",Illinois,Chicago,4300 block of South Rockwell,2,2,View Incident View Source,mass-shootings
724667,"December 12, 2016",California,Sacramento,4800 block of Myrtle Avenue,1,3,View Incident View Source,mass-shootings
723649,"December 11, 2016",New York,Brooklyn,192 Knickerbocker Ave,0,4,View Incident View Source,mass-shootings
723643,"December 11, 2016",Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,View Incident View Source,mass-shootings
723292,"December 11, 2016",Maryland,Baltimore,3916 South Hanover Street,0,5,View Incident View Source,mass-shootings
725338,"December 11, 2016",North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,View Incident View Source,mass-shootings
725323,"December 9, 2016",Texas,Channelview,15300 block of Market,4,0,View Incident View Source,mass-shootings
722452,"December 9, 2016",California,Fresno,842 Fresno Street,0,4,View Incident View Source,mass-shootings
719128,"December 5, 2016",New Mexico,Albuquerque,1532 Stagecoach Lane,4,1,View Incident View Source,mass-shootings
717873,"December 3, 2016",California,Los Angeles,91st Street and Western Avenue,0,6,View Incident View Source,mass-shootings
740447,"December 31, 2016",Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,View Incident View Source,mass-shootings
738749,"December 31, 2016",Texas,Houston,3704 Fannin Street,1,3,View Incident View Source,mass-shootings
738041,"December 30, 2016",Ohio,Mansfield,3230 Possum Run Rd,0,5,View Incident View Source,mass-shootings
738576,"December 30, 2016",Connecticut,Wallingford,95 S Turnpike Rd,2,3,View Incident View Source,mass-shootings
736690,"December 28, 2016",Georgia,Columbus,2914 10th Street,1,4,View Incident View Source,mass-shootings
734157,"December 25, 2016",Illinois,Chicago,8600 block of S Maryland Ave,3,4,View Incident View Source,mass-shootings
735947,"December 25, 2016",Alabama,Ozark,858 US-231,0,4,View Incident View Source,mass-shootings
733599,"December 25, 2016",New York,Mount Vernon,4 North 3rd Avenue,1,5,View Incident View Source,mass-shootings
732927,"December 24, 2016",North Carolina,Madison,490 K Ford Rd,0,7,View Incident View Source,mass-shootings
733176,"December 24, 2016",North Carolina,Wilson,2241 Banks Lane East,4,0,View Incident View Source,mass-shootings
732263,"December 23, 2016",Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,View Incident View Source,mass-shootings
732574,"December 23, 2016",Illinois,Chicago,4900 block of W Hubbard,0,4,View Incident View Source,mass-shootings
727759,"December 17, 2016",Illinois,Chicago (Roseland),100 block of W 105th St,5,0,View Incident View Source,mass-shootings
728286,"December 17, 2016",North Carolina,Charlotte,4115 N. Tryon Street,0,4,View Incident View Source,mass-shootings
727555,"December 16, 2016",Illinois,Chicago,13th and South Kedzie,0,4,View Incident View Source,mass-shootings
727544,"December 16, 2016",Illinois,Chicago,4300 block of South Rockwell,2,2,View Incident View Source,mass-shootings
724667,"December 12, 2016",California,Sacramento,4800 block of Myrtle Avenue,1,3,View Incident View Source,mass-shootings
723649,"December 11, 2016",New York,Brooklyn,192 Knickerbocker Ave,0,4,View Incident View Source,mass-shootings
723643,"December 11, 2016",Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,View Incident View Source,mass-shootings
723292,"December 11, 2016",Maryland,Baltimore,3916 South Hanover Street,0,5,View Incident View Source,mass-shootings
725338,"December 11, 2016",North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,View Incident View Source,mass-shootings
725323,"December 9, 2016",Texas,Channelview,15300 block of Market,4,0,View Incident View Source,mass-shootings
722452,"December 9, 2016",California,Fresno,842 Fresno Street,0,4,View Incident View Source,mass-shootings
719128,"December 5, 2016",New Mexico,Albuquerque,1532 Stagecoach Lane,4,1,View Incident View Source,mass-shootings
717873,"December 3, 2016",California,Los Angeles,91st Street and Western Avenue,0,6,View Incident View Source,mass-shootings
740447,"December 31, 2016",Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,View Incident View Source,mass-shootings
738749,"December 31, 2016",Texas,Houston,3704 Fannin Street,1,3,View Incident View Source,mass-shootings
738041,"December 30, 2016",Ohio,Mansfield,3230 Possum Run Rd,0,5,View Incident View Source,mass-shootings
738576,"December 30, 2016",Connecticut,Wallingford,95 S Turnpike Rd,2,3,View Incident View Source,mass-shootings
736690,"December 28, 2016",Georgia,Columbus,2914 10th Street,1,4,View Incident View Source,mass-shootings
734157,"December 25, 2016",Illinois,Chicago,8600 block of S Maryland Ave,3,4,View Incident View Source,mass-shootings
735947,"December 25, 2016",Alabama,Ozark,858 US-231,0,4,View Incident View Source,mass-shootings
733599,"December 25, 2016",New York,Mount Vernon,4 North 3rd Avenue,1,5,View Incident View Source,mass-shootings
732927,"December 24, 2016",North Carolina,Madison,490 K Ford Rd,0,7,View Incident View Source,mass-shootings
733176,"December 24, 2016",North Carolina,Wilson,2241 Banks Lane East,4,0,View Incident View Source,mass-shootings
732263,"December 23, 2016",Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,View Incident View Source,mass-shootings
732574,"December 23, 2016",Illinois,Chicago,4900 block of W Hubbard,0,4,View Incident View Source,mass-shootings
727759,"December 17, 2016",Illinois,Chicago (Roseland),100 block of W 105th St,5,0,View Incident View Source,mass-shootings
728286,"December 17, 2016",North Carolina,Charlotte,4115 N. Tryon Street,0,4,View Incident View Source,mass-shootings
727555,"December 16, 2016",Illinois,Chicago,13th and South Kedzie,0,4,View Incident View Source,mass-shootings
727544,"December 16, 2016",Illinois,Chicago,4300 block of South Rockwell,2,2,View Incident View Source,mass-shootings
724667,"December 12, 2016",California,Sacramento,4800 block of Myrtle Avenue,1,3,View Incident View Source,mass-shootings
723649,"December 11, 2016",New York,Brooklyn,192 Knickerbocker Ave,0,4,View Incident View Source,mass-shootings
723643,"December 11, 2016",Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,View Incident View Source,mass-shootings
723292,"December 11, 2016",Maryland,Baltimore,3916 South Hanover Street,0,5,View Incident View Source,mass-shootings
725338,"December 11, 2016",North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,View Incident View Source,mass-shootings
725323,"December 9, 2016",Texas,Channelview,15300 block of Market,4,0,View Incident View Source,mass-shootings
722452,"December 9, 2016",California,Fresno,842 Fresno Street,0,4,View Incident View Source,mass-shootings
719128,"December 5, 2016",New Mexico,Albuquerque,1532 Stagecoach Lane,4,1,View Incident View Source,mass-shootings
717873,"December 3, 2016",California,Los Angeles,91st Street and Western Avenue,0,6,View Incident View Source,mass-shootings
740447,"December 31, 2016",Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,View Incident View Source,mass-shootings
738749,"December 31, 2016",Texas,Houston,3704 Fannin Street,1,3,View Incident View Source,mass-shootings
738041,"December 30, 2016",Ohio,Mansfield,3230 Possum Run Rd,0,5,View Incident View Source,mass-shootings
738576,"December 30, 2016",Connecticut,Wallingford,95 S Turnpike Rd,2,3,View Incident View Source,mass-shootings
736690,"December 28, 2016",Georgia,Columbus,2914 10th Street,1,4,View Incident View Source,mass-shootings
734157,"December 25, 2016",Illinois,Chicago,8600 block of S Maryland Ave,3,4,View Incident View Source,mass-shootings
735947,"December 25, 2016",Alabama,Ozark,858 US-231,0,4,View Incident View Source,mass-shootings
733599,"December 25, 2016",New York,Mount Vernon,4 North 3rd Avenue,1,5,View Incident View Source,mass-shootings
732927,"December 24, 2016",North Carolina,Madison,490 K Ford Rd,0,7,View Incident View Source,mass-shootings
733176,"December 24, 2016",North Carolina,Wilson,2241 Banks Lane East,4,0,View Incident View Source,mass-shootings
732263,"December 23, 2016",Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,View Incident View Source,mass-shootings
732574,"December 23, 2016",Illinois,Chicago,4900 block of W Hubbard,0,4,View Incident View Source,mass-shootings
727759,"December 17, 2016",Illinois,Chicago (Roseland),100 block of W 105th St,5,0,View Incident View Source,mass-shootings
728286,"December 17, 2016",North Carolina,Charlotte,4115 N. Tryon Street,0,4,View Incident View Source,mass-shootings
727555,"December 16, 2016",Illinois,Chicago,13th and South Kedzie,0,4,View Incident View Source,mass-shootings
727544,"December 16, 2016",Illinois,Chicago,4300 block of South Rockwell,2,2,View Incident View Source,mass-shootings
724667,"December 12, 2016",California,Sacramento,4800 block of Myrtle Avenue,1,3,View Incident View Source,mass-shootings
723649,"December 11, 2016",New York,Brooklyn,192 Knickerbocker Ave,0,4,View Incident View Source,mass-shootings
723643,"December 11, 2016",Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,View Incident View Source,mass-shootings
723292,"December 11, 2016",Maryland,Baltimore,3916 South Hanover Street,0,5,View Incident View Source,mass-shootings
725338,"December 11, 2016",North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,View Incident View Source,mass-shootings
725323,"December 9, 2016",Texas,Channelview,15300 block of Market,4,0,View Incident View Source,mass-shootings
722452,"December 9, 2016",California,Fresno,842 Fresno Street,0,4,View Incident View Source,mass-shootings
719128,"December 5, 2016",New Mexico,Albuquerque,1532 Stagecoach Lane,4,1,View Incident View Source,mass-shootings
717873,"December 3, 2016",California,Los Angeles,91st Street and Western Avenue,0,6,View Incident View Source,mass-shootings
740447,"December 31, 2016",Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,View Incident View Source,mass-shootings
738749,"December 31, 2016",Texas,Houston,3704 Fannin Street,1,3,View Incident View Source,mass-shootings
738041,"December 30, 2016",Ohio,Mansfield,3230 Possum Run Rd,0,5,View Incident View Source,mass-shootings
738576,"December 30, 2016",Connecticut,Wallingford,95 S Turnpike Rd,2,3,View Incident View Source,mass-shootings
736690,"December 28, 2016",Georgia,Columbus,2914 10th Street,1,4,View Incident View Source,mass-shootings
734157,"December 25, 2016",Illinois,Chicago,8600 block of S Maryland Ave,3,4,View Incident View Source,mass-shootings
